ts,uptime_s,role,frames_total,kernel_drops,last_frame_age_s
1776115072,1468.4900202690005,c920-overhead,44032.0,0.0,9.678100104792975e-05
1776115072,1468.4900202690005,brio-room,43995.0,0.0,0.013499087999662152
1776115072,1468.4900202690005,brio-synths,43999.0,0.0,0.013899302000936586
1776115077,1473.4976401509994,brio-operator,41206.0,0.0,0.026754372998766485
1776115077,1473.4976401509994,c920-desk,44192.0,0.0,0.02922156999920844
1776115077,1473.4976401509994,c920-room,44179.0,0.0,0.018874926998250885
1776115077,1473.4976401509994,c920-overhead,44184.0,0.0,0.007434690998707083
1776115077,1473.4976401509994,brio-room,44147.0,0.0,0.019288470999526908
1776115077,1473.4976401509994,brio-synths,44151.0,0.0,0.019040928998947493
1776115082,1478.506986421,brio-operator,41346.0,0.0,0.029835837000064203
1776115082,1478.506986421,c920-desk,44343.0,0.0,0.0002191219991800608
1776115082,1478.506986421,c920-room,44329.0,0.0,0.03219121300026018
1776115082,1478.506986421,c920-overhead,44334.0,0.0,0.02104082999903767
1776115082,1478.506986421,brio-room,44297.0,0.0,0.028181288000268978
1776115082,1478.506986421,brio-synths,44301.0,0.0,0.028402830999766593
1776115087,1483.5110712839996,brio-operator,41486.0,0.0,0.030588804998842534
1776115087,1483.5110712839996,c920-desk,44493.0,0.0,0.008888757000022451
1776115087,1483.5110712839996,c920-room,44480.0,0.0,0.005937034999078605
1776115087,1483.5110712839996,c920-overhead,44485.0,0.0,0.026135125999644515
1776115087,1483.5110712839996,brio-room,44448.0,0.0,0.0007146079988160636
1776115087,1483.5110712839996,brio-synths,44452.0,0.0,0.0021665039985236945
1776115092,1488.5167142129994,brio-operator,41627.0,0.0,0.023823900999559555
1776115092,1488.5167142129994,c920-desk,44644.0,0.0,0.010830617999090464
1776115092,1488.5167142129994,c920-room,44631.0,0.0,0.007564612998976372
1776115092,1488.5167142129994,c920-overhead,44636.0,0.0,0.03283573899898329
1776115092,1488.5167142129994,brio-room,44599.0,0.0,0.004907112999717356
1776115092,1488.5167142129994,brio-synths,44603.0,0.0,0.005391738999605877
1776115097,1493.519618892,brio-operator,41768.0,0.0,0.02257248800015077
1776115097,1493.519618892,c920-desk,44795.0,0.0,0.01482664300056058
1776115097,1493.519618892,c920-room,44782.0,0.0,0.011297783999907551
1776115097,1493.519618892,c920-overhead,44786.0,0.0,0.0011253329994360683
1776115097,1493.519618892,brio-room,44750.0,0.0,0.0027220600004511653
1776115097,1493.519618892,brio-synths,44754.0,0.0,0.001743159000398009
1776115102,1498.521119213001,brio-operator,41908.0,0.0,0.014004634000229998
1776115102,1498.521119213001,c920-desk,44946.0,0.0,0.018767846000628197
1776115102,1498.521119213001,c920-room,44933.0,0.0,0.019433993000347982
1776115102,1498.521119213001,c920-overhead,44937.0,0.0,0.004999575001420453
1776115102,1498.521119213001,brio-room,44900.0,0.0,0.011648417999822414
1776115102,1498.521119213001,brio-synths,44904.0,0.0,0.01269292899996799
1776115107,1503.5221595410003,brio-operator,42049.0,0.0,0.010745536999820615
1776115107,1503.5221595410003,c920-desk,45097.0,0.0,0.01768677300060517
1776115107,1503.5221595410003,c920-room,45084.0,0.0,0.02173425699947984
1776115107,1503.5221595410003,c920-overhead,45088.0,0.0,0.01221532300041872
1776115107,1503.5221595410003,brio-room,45051.0,0.0,0.013460947000567103
1776115107,1503.5221595410003,brio-synths,45055.0,0.0,0.014129784000033396
1776115113,1508.524704196001,brio-operator,42190.0,0.0,0.0031486650004808325
1776115113,1508.524704196001,c920-desk,45248.0,0.0,0.020940130001690704
1776115113,1508.524704196001,c920-room,45235.0,0.0,0.021269264001603005
1776115113,1508.524704196001,c920-overhead,45240.0,0.0,0.011531417001606314
1776115113,1508.524704196001,brio-room,45203.0,0.0,0.013710101000469876
1776115113,1508.524704196001,brio-synths,45207.0,0.0,0.013582949000920053
1776115118,1513.5260033060003,brio-operator,42332.0,0.0,0.0008633889992779586
1776115118,1513.5260033060003,c920-desk,45400.0,0.0,0.02169346799928462
1776115118,1513.5260033060003,c920-room,45387.0,0.0,0.02636147900011565
1776115118,1513.5260033060003,c920-overhead,45392.0,0.0,0.015478179000638193
1776115118,1513.5260033060003,brio-room,45355.0,0.0,0.015663760999814258
1776115118,1513.5260033060003,brio-synths,45359.0,0.0,0.015295997000066563
1776115123,1518.5277187110005,brio-operator,42473.0,0.0,0.03510788399944431
1776115123,1518.5277187110005,c920-desk,45551.0,0.0,0.023055662000842858
1776115123,1518.5277187110005,c920-room,45538.0,0.0,0.02973977500005276
1776115123,1518.5277187110005,c920-overhead,45543.0,0.0,0.01724071799981175
1776115123,1518.5277187110005,brio-room,45506.0,0.0,0.016667062000124133
1776115123,1518.5277187110005,brio-synths,45510.0,0.0,0.017115427001044736
1776115128,1523.5311258870006,brio-operator,42614.0,0.0,0.034355567000602605
1776115128,1523.5311258870006,c920-desk,45702.0,0.0,0.028400451999914367
1776115128,1523.5311258870006,c920-room,45689.0,0.0,0.033764740001061
1776115128,1523.5311258870006,c920-overhead,45694.0,0.0,0.021547717000430566
1776115128,1523.5311258870006,brio-room,45657.0,0.0,0.020859719001236954
1776115128,1523.5311258870006,brio-synths,45661.0,0.0,0.02049852500022098
1776115133,1528.5328926740003,brio-operator,42755.0,0.0,0.02198432099976344
1776115133,1528.5328926740003,c920-desk,45854.0,0.0,0.021065570999780903
1776115133,1528.5328926740003,c920-room,45841.0,0.0,0.002569948999735061
1776115133,1528.5328926740003,c920-overhead,45846.0,0.0,0.021425684999485384
1776115133,1528.5328926740003,brio-room,45809.0,0.0,0.02112873199985188
1776115133,1528.5328926740003,brio-synths,45813.0,0.0,0.022275674000411527
1776115138,1534.534892777001,brio-operator,42909.0,0.0,0.02277209000021685
1776115138,1534.534892777001,c920-desk,46019.0,0.0,0.03440706700166629
1776115138,1534.534892777001,c920-room,46006.0,0.0,0.002655799000422121
1776115138,1534.534892777001,c920-overhead,46011.0,0.0,0.028528063001431292
1776115138,1534.534892777001,brio-room,45973.0,0.0,0.021093011000630213
1776115138,1534.534892777001,brio-synths,45977.0,0.0,0.021989271001075394
1776115143,1539.5407172579999,brio-operator,43055.0,0.0,0.025836512999376282
1776115143,1539.5407172579999,c920-desk,46175.0,0.0,0.0043096070003230125
1776115143,1539.5407172579999,c920-room,46163.0,0.0,0.012660108999625663
1776115143,1539.5407172579999,c920-overhead,46167.0,0.0,0.0033653669997875113
1776115143,1539.5407172579999,brio-room,46130.0,0.0,0.024992623999423813
1776115143,1539.5407172579999,brio-synths,46134.0,0.0,0.02631340799962345
1776115148,1544.5467151720004,brio-operator,43197.0,0.0,0.030544934999852558
1776115148,1544.5467151720004,c920-desk,46327.0,0.0,0.011302693999823532
1776115148,1544.5467151720004,c920-room,46315.0,0.0,0.014917223999873386
1776115148,1544.5467151720004,c920-overhead,46319.0,0.0,0.010491605000424897
1776115148,1544.5467151720004,brio-room,46282.0,0.0,0.03587852300006489
1776115148,1544.5467151720004,brio-synths,46286.0,0.0,0.004400879000968416
1776115154,1549.5489006339994,brio-operator,43337.0,0.0,0.0279370749994996
1776115154,1549.5489006339994,c920-desk,46479.0,0.0,0.013533027999073965
1776115154,1549.5489006339994,c920-room,46466.0,0.0,0.02699752499938768
1776115154,1549.5489006339994,c920-overhead,46471.0,0.0,0.013371925999308587
1776115154,1549.5489006339994,brio-room,46433.0,0.0,0.002083821998894564
1776115154,1549.5489006339994,brio-synths,46437.0,0.0,0.00583456399908755
1776115159,1554.5504602109995,brio-operator,43478.0,0.0,0.02541922799900931
1776115159,1554.5504602109995,c920-desk,46629.0,0.0,0.014649069998995401
1776115159,1554.5504602109995,c920-room,46616.0,0.0,0.02923420899969642
1776115159,1554.5504602109995,c920-overhead,46621.0,0.0,0.017964315999051905
1776115159,1554.5504602109995,brio-room,46584.0,0.0,0.0023704359991825186
1776115159,1554.5504602109995,brio-synths,46588.0,0.0,0.00573142299981555
1776115164,1559.5540861419995,brio-operator,43619.0,0.0,0.027959405999354203
1776115164,1559.5540861419995,c920-desk,46780.0,0.0,0.01759088299877476
1776115164,1559.5540861419995,c920-room,46768.0,0.0,0.0010189609984081471
1776115164,1559.5540861419995,c920-overhead,46772.0,0.0,0.02146842499860213
1776115164,1559.5540861419995,brio-room,46735.0,0.0,0.0042329469997639535
1776115164,1559.5540861419995,brio-synths,46739.0,0.0,0.003947212999264593
1776115169,1564.5568085539999,brio-operator,43760.0,0.0,0.019541554000170436
1776115169,1564.5568085539999,c920-desk,46932.0,0.0,0.01632525899913162
1776115169,1564.5568085539999,c920-room,46919.0,0.0,0.003305436999653466
1776115169,1564.5568085539999,c920-overhead,46924.0,0.0,0.02542956799879903
1776115169,1564.5568085539999,brio-room,46887.0,0.0,0.009019949000503402
1776115169,1564.5568085539999,brio-synths,46891.0,0.0,0.013498427999365958
1776115174,1569.5624113779995,brio-operator,43903.0,0.0,0.024829841999235214
1776115174,1569.5624113779995,c920-desk,47085.0,0.0,0.02460184899973683
1776115174,1569.5624113779995,c920-room,47072.0,0.0,0.01211902299837675
1776115174,1569.5624113779995,c920-overhead,47077.0,0.0,0.02427416499995161
1776115174,1569.5624113779995,brio-room,47039.0,0.0,0.01586244399913994
1776115174,1569.5624113779995,brio-synths,47043.0,0.0,0.01892256700011785
1776115179,1574.564727598001,brio-operator,44044.0,0.0,0.018266959999891696
1776115179,1574.564727598001,c920-desk,47236.0,0.0,0.0258907530005672
1776115179,1574.564727598001,c920-room,47224.0,0.0,0.01345048700022744
1776115179,1574.564727598001,c920-overhead,47228.0,0.0,0.001963772001545294
1776115179,1574.564727598001,brio-room,47191.0,0.0,0.016596372001004056
1776115179,1574.564727598001,brio-synths,47195.0,0.0,0.02038633300071524
1776115184,1580.566394128,brio-operator,44185.0,0.0,0.016892014999029925
1776115184,1580.566394128,c920-desk,47387.0,0.0,0.02461353899889218
1776115184,1580.566394128,c920-room,47375.0,0.0,0.013517027999114362
1776115184,1580.566394128,c920-overhead,47380.0,0.0,0.005399689000114449
1776115184,1580.566394128,brio-room,47342.0,0.0,0.019910928000172134
1776115184,1580.566394128,brio-synths,47346.0,0.0,0.023987122000107775
1776115189,1585.5758059660002,brio-operator,44329.0,0.0,0.02304223200007982
1776115189,1585.5758059660002,c920-desk,47542.0,0.0,0.0015704670004197396
1776115189,1585.5758059660002,c920-room,47530.0,0.0,0.02869409400045697
1776115189,1585.5758059660002,c920-overhead,47535.0,0.0,0.016456319999633706
1776115189,1585.5758059660002,brio-room,47497.0,0.0,0.02843233100065845
1776115189,1585.5758059660002,brio-synths,47501.0,0.0,0.03200051000021631
1776115194,1590.5777494539998,brio-operator,44470.0,0.0,0.02034232199912367
1776115194,1590.5777494539998,c920-desk,47693.0,0.0,0.0027823399996123044
1776115194,1590.5777494539998,c920-room,47681.0,0.0,0.029250718998810044
1776115194,1590.5777494539998,c920-overhead,47686.0,0.0,0.019675264999023057
1776115194,1590.5777494539998,brio-room,47648.0,0.0,0.025575009000021964
1776115194,1590.5777494539998,brio-synths,47652.0,0.0,0.001389664999805973
1776115199,1595.5785880759995,brio-operator,44612.0,0.0,0.025379786999110365
1776115199,1595.5785880759995,c920-desk,47845.0,0.0,0.008344740999746136
1776115199,1595.5785880759995,c920-room,47833.0,0.0,0.0001199509988509817
1776115199,1595.5785880759995,c920-overhead,47838.0,0.0,0.020245521000106237
1776115199,1595.5785880759995,brio-room,47800.0,0.0,0.03071914599968295
1776115199,1595.5785880759995,brio-synths,47804.0,0.0,0.0027808199993160088
1776115204,1600.5796359880005,brio-operator,44753.0,0.0,0.022970310999880894
1776115204,1600.5796359880005,c920-desk,47996.0,0.0,0.011971600999459042
1776115204,1600.5796359880005,c920-room,47984.0,0.0,0.0011470230001577875
1776115204,1600.5796359880005,c920-overhead,47989.0,0.0,0.023807870000382536
1776115204,1600.5796359880005,brio-room,47951.0,0.0,4.678100049204659e-05
1776115204,1600.5796359880005,brio-synths,47955.0,0.0,0.0035627689994726097
1776115209,1605.5810550450005,brio-operator,44894.0,0.0,0.02347596700019494
1776115209,1605.5810550450005,c920-desk,48147.0,0.0,0.009224671000993112
1776115209,1605.5810550450005,c920-room,48135.0,0.0,0.006818544999987353
1776115209,1605.5810550450005,c920-overhead,48140.0,0.0,0.02759978200083424
1776115209,1605.5810550450005,brio-room,48102.0,0.0,0.0019122110006719595
1776115209,1605.5810550450005,brio-synths,48106.0,0.0,0.004679091000070912
1776115214,1610.5827195269994,brio-operator,45035.0,0.0,0.02223203199901036
1776115214,1610.5827195269994,c920-desk,48298.0,0.0,0.01342202599880693
1776115214,1610.5827195269994,c920-room,48286.0,0.0,0.009795346999453614
1776115214,1610.5827195269994,c920-overhead,48291.0,0.0,0.02965529399989464
1776115214,1610.5827195269994,brio-room,48253.0,0.0,0.004740341999422526
1776115214,1610.5827195269994,brio-synths,48257.0,0.0,0.008364650999283185
1776115219,1615.5854551030006,brio-operator,45176.0,0.0,0.01482947200020135
1776115219,1615.5854551030006,c920-desk,48449.0,0.0,0.015936994001094718
1776115219,1615.5854551030006,c920-room,48437.0,0.0,0.014148825001029763
1776115219,1615.5854551030006,c920-overhead,48442.0,0.0,0.03250090500114311
1776115219,1615.5854551030006,brio-room,48404.0,0.0,0.005114326000693836
1776115219,1615.5854551030006,brio-synths,48408.0,0.0,0.009568755000145757
1776115224,1620.5889015880002,brio-operator,45316.0,0.0,0.04270427600022231
1776115224,1620.5889015880002,c920-desk,48600.0,0.0,0.0200462590000825
1776115224,1620.5889015880002,c920-room,48588.0,0.0,0.01929571000073338
1776115224,1620.5889015880002,c920-overhead,48592.0,0.0,0.00368042000081914
1776115224,1620.5889015880002,brio-room,48555.0,0.0,0.009523143999103922
1776115224,1620.5889015880002,brio-synths,48559.0,0.0,0.014068362999751116
1776115229,1625.590339114,brio-operator,45457.0,0.0,0.00794712700007949
1776115229,1625.590339114,c920-desk,48751.0,0.0,0.02105461999963154
1776115229,1625.590339114,c920-room,48739.0,0.0,0.019871426999088726
1776115229,1625.590339114,c920-overhead,48744.0,0.0,0.009115458999076509
1776115229,1625.590339114,brio-room,48706.0,0.0,0.009881517999019707
1776115229,1625.590339114,brio-synths,48710.0,0.0,0.014119863999439985
1776115234,1630.5937883340011,brio-operator,45598.0,0.0,0.0038152420002006693
1776115234,1630.5937883340011,c920-desk,48903.0,0.0,0.023055151001244667
1776115234,1630.5937883340011,c920-room,48891.0,0.0,0.027162826001585927
1776115234,1630.5937883340011,c920-overhead,48895.0,0.0,0.013438496000162559
1776115234,1630.5937883340011,brio-room,48857.0,0.0,0.014232525001716567
1776115234,1630.5937883340011,brio-synths,48862.0,0.0,0.01660437100144918
1776115239,1635.5969445829996,brio-operator,45740.0,0.0,0.0022455149992310908
1776115239,1635.5969445829996,c920-desk,49055.0,0.0,0.02656485999978031
1776115239,1635.5969445829996,c920-room,49043.0,0.0,0.027846064000186743
1776115239,1635.5969445829996,c920-overhead,49048.0,0.0,0.01863388399942778
1776115239,1635.5969445829996,brio-room,49010.0,0.0,0.017867034999653697
1776115239,1635.5969445829996,brio-synths,49014.0,0.0,0.020812707000004593
1776115244,1640.5991595039995,brio-operator,45882.0,0.0,0.033056491000024835
1776115244,1640.5991595039995,c920-desk,49207.0,0.0,0.02942412099946523
1776115244,1640.5991595039995,c920-room,49195.0,0.0,0.0019726119990082225
1776115244,1640.5991595039995,c920-overhead,49200.0,0.0,0.01975934599977336
1776115244,1640.5991595039995,brio-room,49162.0,0.0,0.023111041999072768
1776115244,1640.5991595039995,brio-synths,49166.0,0.0,0.022039120998670114
1776115250,1645.5999838019998,brio-operator,46023.0,0.0,0.03165460499985784
1776115250,1645.5999838019998,c920-desk,49359.0,0.0,0.031358172000182094
1776115250,1645.5999838019998,c920-room,49347.0,0.0,0.0019184809989383211
1776115250,1645.5999838019998,c920-overhead,49352.0,0.0,0.022036950998881366
1776115250,1645.5999838019998,brio-room,49314.0,0.0,0.02449748700018972
1776115250,1645.5999838019998,brio-synths,49318.0,0.0,0.022201601999768172
1776115255,1651.6033984940004,brio-operator,46185.0,0.0,0.019137077999403118
1776115255,1651.6033984940004,c920-desk,49532.0,0.0,0.00023114199939300306
1776115255,1651.6033984940004,c920-room,49520.0,0.0,0.008047327000895166
1776115255,1651.6033984940004,c920-overhead,49525.0,0.0,0.028949895000550896
1776115255,1651.6033984940004,brio-room,49487.0,0.0,0.02653108900085499
1776115255,1651.6033984940004,brio-synths,49491.0,0.0,0.02359891699961736
1776115260,1656.6071938990008,brio-operator,46326.0,0.0,0.016185997001230135
1776115260,1656.6071938990008,c920-desk,49684.0,0.0,0.003094683999734116
1776115260,1656.6071938990008,c920-room,49672.0,0.0,0.0035621189999801572
1776115260,1656.6071938990008,c920-overhead,49677.0,0.0,0.0006960379996598931
1776115260,1656.6071938990008,brio-room,49638.0,0.0,0.03142406300139555
1776115260,1656.6071938990008,brio-synths,49643.0,0.0,0.03066938499978278
1776115265,1661.608287336001,brio-operator,46467.0,0.0,0.014797111000007135
1776115265,1661.608287336001,c920-desk,49835.0,0.0,0.0068851050000375835
1776115265,1661.608287336001,c920-room,49823.0,0.0,0.015000733001215849
1776115265,1661.608287336001,c920-overhead,49827.0,0.0,0.003868832000080147
1776115265,1661.608287336001,brio-room,49789.0,0.0,0.03290047800146567
1776115265,1661.608287336001,brio-synths,49793.0,0.0,0.032421403000626015
1776115270,1666.6117361720007,brio-operator,46607.0,0.0,0.007176078001066344
1776115270,1666.6117361720007,c920-desk,49986.0,0.0,0.011311993001072551
1776115270,1666.6117361720007,c920-room,49974.0,0.0,0.014712210000652703
1776115270,1666.6117361720007,c920-overhead,49979.0,0.0,0.008029918000829639
1776115270,1666.6117361720007,brio-room,49940.0,0.0,0.03596858200035058
1776115270,1666.6117361720007,brio-synths,49944.0,0.0,0.00443734800137463
1776115275,1671.6133108499998,brio-operator,46748.0,0.0,0.03194361799978651
1776115275,1671.6133108499998,c920-desk,50136.0,0.0,0.012734728999930667
1776115275,1671.6133108499998,c920-room,50125.0,0.0,0.02078047599934507
1776115275,1671.6133108499998,c920-overhead,50129.0,0.0,0.01051772400023765
1776115275,1671.6133108499998,brio-room,50091.0,0.0,0.001962300999366562
1776115275,1671.6133108499998,brio-synths,50095.0,0.0,0.00570151200008695
1776115280,1676.624263564001,brio-operator,46888.0,0.0,0.033559076000528876
1776115280,1676.624263564001,c920-desk,50287.0,0.0,0.02122658200096339
1776115280,1676.624263564001,c920-room,50275.0,0.0,0.0025302580015704734
1776115280,1676.624263564001,c920-overhead,50280.0,0.0,0.022502626001369208
1776115280,1676.624263564001,brio-room,50242.0,0.0,0.010258652000629809
1776115280,1676.624263564001,brio-synths,50246.0,0.0,0.013110013000186882
1776115286,1681.6252124710009,brio-operator,47029.0,0.0,0.031047929000123986
1776115286,1681.6252124710009,c920-desk,50438.0,0.0,0.02194388899988553
1776115286,1681.6252124710009,c920-room,50427.0,0.0,0.0001226720014528837
1776115286,1681.6252124710009,c920-overhead,50431.0,0.0,0.02337084500140918
1776115286,1681.6252124710009,brio-room,50393.0,0.0,0.01323126500028593
1776115286,1681.6252124710009,brio-synths,50397.0,0.0,0.017052756000339286
1776115291,1686.6289199309995,brio-operator,47170.0,0.0,0.026908433999778936
1776115291,1686.6289199309995,c920-desk,50589.0,0.0,0.026805411998793716
1776115291,1686.6289199309995,c920-room,50578.0,0.0,0.00952207399859617
1776115291,1686.6289199309995,c920-overhead,50582.0,0.0,0.02909810799974366
1776115291,1686.6289199309995,brio-room,50544.0,0.0,0.01679686299939931
1776115291,1686.6289199309995,brio-synths,50548.0,0.0,0.01801922699996794
1776115296,1691.6297886329994,brio-operator,47310.0,0.0,0.015291236999473767
1776115296,1691.6297886329994,c920-desk,50740.0,0.0,0.028904084998430335
1776115296,1691.6297886329994,c920-room,50728.0,0.0,0.010467793999850983
1776115296,1691.6297886329994,c920-overhead,50733.0,0.0,0.000303592998534441
1776115296,1691.6297886329994,brio-room,50695.0,0.0,0.01666367199868546
1776115296,1691.6297886329994,brio-synths,50699.0,0.0,0.022005439999702503
1776115301,1696.630956041001,brio-operator,47451.0,0.0,0.012669458001255407
1776115301,1696.630956041001,c920-desk,50891.0,0.0,0.027137966000736924
1776115301,1696.630956041001,c920-room,50879.0,0.0,0.011681408001095406
1776115301,1696.630956041001,c920-overhead,50884.0,0.0,0.0005320260006556055
1776115301,1696.630956041001,brio-room,50845.0,0.0,0.018369021001490182
1776115301,1696.630956041001,brio-synths,50849.0,0.0,0.021866138000405044
1776115306,1701.6357477229994,brio-operator,47591.0,0.0,0.007970086999193882
1776115306,1701.6357477229994,c920-desk,51041.0,0.0,0.031877336999968975
1776115306,1701.6357477229994,c920-room,51030.0,0.0,0.021431762999782222
1776115306,1701.6357477229994,c920-overhead,51035.0,0.0,0.00776409499849251
1776115306,1701.6357477229994,brio-room,50996.0,0.0,0.02373566799906257
1776115306,1701.6357477229994,brio-synths,51000.0,0.0,0.026027552999948966
1776115311,1706.643562661,brio-operator,47732.0,0.0,0.010101960999236326
1776115311,1706.643562661,c920-desk,51192.0,0.0,0.009379422999700182
1776115311,1706.643562661,c920-room,51181.0,0.0,0.029008605999479187
1776115311,1706.643562661,c920-overhead,51185.0,0.0,0.017189247999340296
1776115311,1706.643562661,brio-room,51147.0,0.0,0.030625903998952708
1776115311,1706.643562661,brio-synths,51151.0,0.0,0.002434157000607229
1776115316,1711.6457545600006,brio-operator,47872.0,0.0,0.003337346999614965
1776115316,1711.6457545600006,c920-desk,51343.0,0.0,0.010909779000940034
1776115316,1711.6457545600006,c920-room,51331.0,0.0,0.0005233160009083804
1776115316,1711.6457545600006,c920-overhead,51336.0,0.0,0.02046956300000602
1776115316,1711.6457545600006,brio-room,51297.0,0.0,0.0026213689998257905
1776115316,1711.6457545600006,brio-synths,51301.0,0.0,0.004848522999964189
1776115321,1717.649166571,brio-operator,48027.0,0.0,0.03259166499992716
1776115321,1717.649166571,c920-desk,51509.0,0.0,0.007605393000631011
1776115321,1717.649166571,c920-room,51497.0,0.0,7.675099914195016e-05
1776115321,1717.649166571,c920-overhead,51502.0,0.0,0.024006231999010197
1776115321,1717.649166571,brio-room,51463.0,0.0,0.0004853649988945108
1776115321,1717.649166571,brio-synths,51467.0,0.0,0.0023892160006653285
1776115327,1723.650377168,brio-operator,48196.0,0.0,0.022499684999274905
1776115327,1723.650377168,c920-desk,51690.0,0.0,0.014735920000020997
1776115327,1723.650377168,c920-room,51679.0,0.0,0.007594233000418171
1776115327,1723.650377168,c920-overhead,51683.0,0.0,0.026065563999509322
1776115327,1723.650377168,brio-room,51645.0,0.0,0.006751323999196757
1776115327,1723.650377168,brio-synths,51649.0,0.0,0.009077558999706525
1776115332,1728.652714107,brio-operator,48338.0,0.0,0.03308545999971102
1776115332,1728.652714107,c920-desk,51842.0,0.0,0.017375739000272006
1776115332,1728.652714107,c920-room,51831.0,0.0,0.011089861000073142
1776115332,1728.652714107,c920-overhead,51836.0,0.0,0.03203745899918431
1776115332,1728.652714107,brio-room,51797.0,0.0,0.0080332580000686
1776115332,1728.652714107,brio-synths,51801.0,0.0,0.010122120000232826
1776115337,1733.6578951699994,brio-operator,48480.0,0.0,0.036001421000037226
1776115337,1733.6578951699994,c920-desk,51994.0,0.0,0.02253165499860188
1776115337,1733.6578951699994,c920-room,51983.0,0.0,0.016898422998565366
1776115337,1733.6578951699994,c920-overhead,51988.0,0.0,0.0026199879994237563
1776115337,1733.6578951699994,brio-room,51949.0,0.0,0.014439696999033913
1776115337,1733.6578951699994,brio-synths,51953.0,0.0,0.016140444999109604
1776115342,1738.6614255000004,brio-operator,48620.0,0.0,0.002569248999861884
1776115342,1738.6614255000004,c920-desk,52145.0,0.0,0.025897151999743073
1776115342,1738.6614255000004,c920-room,52134.0,0.0,0.0231553020003048
1776115342,1738.6614255000004,c920-overhead,52138.0,0.0,0.008677474999785773
1776115342,1738.6614255000004,brio-room,52099.0,0.0,0.01716531700003543
1776115342,1738.6614255000004,brio-synths,52103.0,0.0,0.020190499999444
1776115347,1743.6634152160004,brio-operator,48761.0,0.0,0.0008761600001889747
1776115347,1743.6634152160004,c920-desk,52296.0,0.0,0.02627705600025365
1776115347,1743.6634152160004,c920-room,52285.0,0.0,0.0224834649998229
1776115347,1743.6634152160004,c920-overhead,52289.0,0.0,0.011550346000149148
1776115347,1743.6634152160004,brio-room,52251.0,0.0,0.018766074999803095
1776115347,1743.6634152160004,brio-synths,52254.0,0.0,0.02057678399978613
1776115352,1748.6666748690004,brio-operator,48902.0,0.0,0.003283314999862341
1776115352,1748.6666748690004,c920-desk,52447.0,0.0,0.03192504700018617
1776115352,1748.6666748690004,c920-room,52436.0,0.0,0.02887590399950568
1776115352,1748.6666748690004,c920-overhead,52441.0,0.0,0.016974754000329995
1776115352,1748.6666748690004,brio-room,52402.0,0.0,0.02205643900015275
1776115352,1748.6666748690004,brio-synths,52406.0,0.0,0.02542190600070171
1776115358,1753.673153922,brio-operator,49043.0,0.0,0.0038880720003362512
1776115358,1753.673153922,c920-desk,52598.0,0.0,0.003356496999913361
1776115358,1753.673153922,c920-room,52587.0,0.0,0.0040031739990809
1776115358,1753.673153922,c920-overhead,52592.0,0.0,0.02488460099993972
1776115358,1753.673153922,brio-room,52553.0,0.0,0.028227496999534196
1776115358,1753.673153922,brio-synths,52557.0,0.0,4.423099926498253e-05
1776115363,1758.6746799840002,brio-operator,49185.0,0.0,0.007514011000239407
1776115363,1758.6746799840002,c920-desk,52750.0,0.0,0.001871219999884488
1776115363,1758.6746799840002,c920-room,52739.0,0.0,0.007730514000286348
1776115363,1758.6746799840002,c920-overhead,52744.0,0.0,0.027284746000077575
1776115363,1758.6746799840002,brio-room,52705.0,0.0,0.029725612999754958
1776115363,1758.6746799840002,brio-synths,52709.0,0.0,0.03257381399998849
1776115368,1763.676740197001,brio-operator,49326.0,0.0,0.004984264000086114
1776115368,1763.676740197001,c920-desk,52901.0,0.0,0.004733581999971648
1776115368,1763.676740197001,c920-room,52890.0,0.0,0.010898948999965796
1776115368,1763.676740197001,c920-overhead,52895.0,0.0,0.028805343001295114
1776115368,1763.676740197001,brio-room,52856.0,0.0,0.03028211000128067
1776115368,1763.676740197001,brio-synths,52860.0,0.0,0.0022384250005416106
